,Player,Team,Position,Minutes Played,Aerial Duels Attempted,Defensive Duels Attempted,Touches in Penalty Area,Offsides,Progressive Runs,Fouls Drawn,Goals,Assists,Shots,Shots on Target,Ball Recoveries,Losses of Possession,Interceptions,Red Cards,Yellow Cards,Fouls Committed,Total Passes Attempted,Long Passes Attempted,Forward Passes,Passes into Final Third,Passes into Penalty Area,Passes Received,Crosses Attempted,Accurate Crosses,Shot Assists,ps
2806,B. Blevins,Michigan Wolverines,"LAMF, LW, RW",85.88607594936708,1.8354430379746836,6.0886075949367084,1.5696202531645569,0.10126582278481013,1.5569620253164558,0.5949367088607594,0.1518987341772152,0.0759493670886076,1.1898734177215189,0.4936708860759494,5.9113924050632916,8.215189873417721,3.088607594936709,0.0,0.11392405063291139,0.8734177215189873,31.126582278481013,2.1645569620253164,8.91139240506329,3.4556962025316458,2.8354430379746836,20.68354430379747,2.7974683544303796,1.0379746835443038,1.0126582278481013,1
2807,B. Clagette,Northwestern Wildcats,CF,62.43283582089552,2.1940298507462686,5.358208955223881,1.1044776119402986,0.11940298507462686,1.0,0.5223880597014925,0.05970149253731343,0.0,0.6716417910447762,0.26865671641791045,4.641791044776119,8.417910447761194,2.4477611940298507,0.0,0.1044776119402985,0.835820895522388,16.52238805970149,1.8507462686567164,5.850746268656716,2.029850746268657,1.373134328358209,10.238805970149254,1.492537313432836,0.417910447761194,0.47761194029850745,1
2808,B. Keating,Rutgers Scarlet Knights,0,12.68421052631579,1.1578947368421053,0.7368421052631579,0.3157894736842105,0.0,0.05263157894736842,0.15789473684210525,0.10526315789473684,0.05263157894736842,0.21052631578947367,0.15789473684210525,0.8947368421052632,1.4736842105263157,0.8421052631578947,0.05263157894736842,0.05263157894736842,0.3157894736842105,2.6842105263157894,0.21052631578947367,1.105263157894737,0.21052631578947367,0.10526315789473684,1.736842105263158,0.15789473684210525,0.10526315789473684,0.15789473684210525,1
2809,B. LeBel,Northwestern Wildcats,"LCMF, RCMF",94.74358974358974,3.0641025641025643,6.0256410256410255,0.48717948717948717,0.01282051282051282,0.8076923076923077,0.9743589743589743,0.05128205128205128,0.038461538461538464,0.24358974358974358,0.07692307692307693,11.153846153846153,8.217948717948717,4.67948717948718,0.0,0.1794871794871795,0.8205128205128205,47.782051282051285,8.794871794871796,21.435897435897434,6.512820512820513,0.782051282051282,32.44871794871795,0.16666666666666666,0.05128205128205128,0.16666666666666666,1
2810,B. Liscum,Penn State Nittany Lion,RAMF,55.69387755102041,4.755102040816326,3.877551020408163,1.0612244897959184,0.061224489795918366,0.46938775510204084,0.5510204081632653,0.061224489795918366,0.02040816326530612,0.5918367346938775,0.2653061224489796,4.73469387755102,8.10204081632653,2.979591836734694,0.0,0.10204081632653061,0.5714285714285714,20.816326530612244,2.3877551020408165,7.653061224489796,3.795918367346939,1.163265306122449,12.83673469387755,0.5306122448979592,0.12244897959183673,0.22448979591836735,1
2811,B. Madore,Penn State Nittany Lion,"AMF, CF",40.23076923076923,2.230769230769231,2.923076923076923,0.8461538461538461,0.0,1.3846153846153846,1.0,0.07692307692307693,0.0,0.7692307692307693,0.38461538461538464,3.076923076923077,5.461538461538462,2.3076923076923075,0.0,0.07692307692307693,0.3076923076923077,15.076923076923077,1.1538461538461537,3.3846153846153846,1.2307692307692308,0.7692307692307693,10.384615384615385,0.46153846153846156,0.07692307692307693,0.15384615384615385,1
2812,B. Mayer,Northwestern Wildcats,"RB, RB5",86.11111111111111,5.851851851851852,8.074074074074074,0.8888888888888888,0.0,0.5555555555555556,0.7407407407407407,0.07407407407407407,0.2222222222222222,0.25925925925925924,0.07407407407407407,10.148148148148149,12.851851851851851,4.296296296296297,0.0,0.1111111111111111,1.3333333333333333,31.77777777777778,5.407407407407407,15.555555555555555,6.296296296296297,2.1481481481481484,19.77777777777778,1.5555555555555556,0.7037037037037037,0.5925925925925926,1
2813,B. Minzey,Indiana Hoosiers,0,51.625,2.0625,3.375,0.625,0.0,1.1875,0.5,0.0625,0.0,0.1875,0.0625,5.0625,5.875,1.6875,0.0,0.1875,0.3125,20.3125,2.5,8.4375,3.75,1.0625,13.25,1.0,0.25,0.0625,1
2814,B. Munson,Michigan State Spartans,LB,97.46153846153847,4.461538461538462,8.76923076923077,1.8461538461538463,0.23076923076923078,2.3076923076923075,1.6153846153846154,0.0,0.0,0.6153846153846154,0.15384615384615385,11.153846153846153,14.692307692307692,5.923076923076923,0.0,0.15384615384615385,1.9230769230769231,44.23076923076923,4.923076923076923,21.076923076923077,8.23076923076923,2.3846153846153846,29.923076923076923,2.1538461538461537,0.8461538461538461,0.8461538461538461,1
2815,B. Saint Martin,Maryland College Park Terrapins,0,52.25,2.25,3.5,0.9166666666666666,0.08333333333333333,0.4166666666666667,0.5833333333333334,0.0,0.16666666666666666,0.4166666666666667,0.16666666666666666,4.666666666666667,7.333333333333333,2.4166666666666665,0.0,0.16666666666666666,0.6666666666666666,17.5,2.8333333333333335,8.25,2.9166666666666665,0.8333333333333334,11.166666666666666,1.0,0.16666666666666666,0.16666666666666666,1
2816,B. Soto,Michigan Wolverines,LW,75.48717948717949,0.8717948717948718,3.2948717948717947,2.3333333333333335,0.3333333333333333,2.1794871794871793,0.717948717948718,0.20512820512820512,0.15384615384615385,2.3076923076923075,0.9871794871794872,3.0,9.08974358974359,1.7307692307692308,0.0,0.038461538461538464,0.5256410256410257,19.025641025641026,1.4230769230769231,4.448717948717949,1.9615384615384615,2.6538461538461537,13.461538461538462,2.8076923076923075,0.7692307692307693,0.8974358974358975,1
2817,B. Thiesen,Maryland College Park Terrapins,"LCB, RCB",99.13698630136986,5.068493150684931,6.095890410958904,0.821917808219178,0.0547945205479452,1.4657534246575343,0.4794520547945205,0.1095890410958904,0.0136986301369863,0.6438356164383562,0.2191780821917808,13.863013698630137,8.013698630136986,5.273972602739726,0.0,0.1643835616438356,1.0273972602739727,63.57534246575342,7.917808219178082,23.068493150684933,9.095890410958905,0.8082191780821918,44.082191780821915,0.0958904109589041,0.0547945205479452,0.136986301369863,1
2818,C. Arce,Michigan State Spartans,RCMF,54.925925925925924,2.5555555555555554,5.592592592592593,0.3333333333333333,0.0,0.4074074074074074,0.7407407407407407,0.037037037037037035,0.037037037037037035,0.5925925925925926,0.07407407407407407,5.777777777777778,5.111111111111111,2.0,0.0,0.1111111111111111,1.2962962962962963,25.037037037037038,2.259259259259259,7.925925925925926,4.666666666666667,1.1481481481481481,17.0,0.2962962962962963,0.037037037037037035,0.48148148148148145,1
2819,C. Bruletti,Michigan State Spartans,LCMF,88.48936170212765,3.234042553191489,7.361702127659575,0.5531914893617021,0.02127659574468085,0.7659574468085106,0.6382978723404256,0.06382978723404255,0.0,0.6808510638297872,0.1276595744680851,10.787234042553191,9.53191489361702,5.0638297872340425,0.0,0.2127659574468085,1.3404255319148937,44.38297872340426,5.1063829787234045,13.0,7.042553191489362,1.3404255319148937,28.93617021276596,0.7446808510638298,0.1702127659574468,0.2553191489361702,1
2820,C. Brunell,Washington Huskies,RW,38.0,0.9285714285714286,3.880952380952381,1.0714285714285714,0.09523809523809523,0.7619047619047619,0.23809523809523808,0.047619047619047616,0.047619047619047616,0.6666666666666666,0.07142857142857142,3.119047619047619,5.071428571428571,1.0,0.0,0.09523809523809523,0.8333333333333334,12.928571428571429,0.8571428571428571,3.380952380952381,1.4285714285714286,0.9523809523809523,8.333333333333334,0.7142857142857143,0.14285714285714285,0.35714285714285715,1
2821,C. Buckley,Washington Huskies,RB,96.54166666666667,5.972222222222222,9.01388888888889,1.6805555555555556,0.05555555555555555,0.7361111111111112,0.7638888888888888,0.08333333333333333,0.06944444444444445,0.6666666666666666,0.2916666666666667,10.680555555555555,12.11111111111111,4.944444444444445,0.013888888888888888,0.125,1.8472222222222223,35.43055555555556,4.361111111111111,12.527777777777779,5.138888888888889,1.3194444444444444,20.819444444444443,1.0138888888888888,0.4444444444444444,0.5694444444444444,1
2822,C. Calov,Rutgers Scarlet Knights,"AMF, LAMF, LW",65.71830985915493,2.816901408450704,4.267605633802817,1.8169014084507042,0.056338028169014086,1.8028169014084507,1.3661971830985915,0.22535211267605634,0.08450704225352113,2.0,0.9014084507042254,3.816901408450704,11.366197183098592,1.971830985915493,0.014084507042253521,0.1267605633802817,1.056338028169014,23.366197183098592,2.4788732394366195,8.338028169014084,4.323943661971831,2.2535211267605635,15.535211267605634,1.704225352112676,0.5633802816901409,1.1971830985915493,1
2823,C. Crockford,Wisconsin Badgers,AMF,36.0,1.8275862068965518,2.586206896551724,0.6896551724137931,0.034482758620689655,0.034482758620689655,0.8275862068965517,0.034482758620689655,0.0,0.3793103448275862,0.10344827586206896,3.1379310344827585,3.9655172413793105,1.206896551724138,0.0,0.0,0.41379310344827586,12.793103448275861,0.5862068965517241,2.9310344827586206,1.4482758620689655,0.3103448275862069,9.517241379310345,0.3448275862068966,0.034482758620689655,0.1724137931034483,1
2824,C. Cruthers,Rutgers Scarlet Knights,LDMF,77.96,2.66,6.28,0.28,0.02,0.52,0.84,0.02,0.02,0.58,0.18,7.14,7.14,3.58,0.0,0.06,0.6,33.06,2.92,10.18,4.6,1.14,23.24,0.32,0.16,0.62,1
2825,C. Dalton,Rutgers Scarlet Knights,GK,105.82608695652173,1.1521739130434783,0.13043478260869565,0.0,0.0,0.0,0.34782608695652173,0.0,0.0,0.0,0.0,4.565217391304348,3.391304347826087,1.434782608695652,0.0,0.021739130434782608,0.0,19.652173913043477,6.217391304347826,9.130434782608695,1.0869565217391304,0.043478260869565216,12.217391304347826,0.021739130434782608,0.0,0.0,1
2826,C. Desroches,Ohio State Buckeyes,0,21.555555555555557,2.3333333333333335,1.5555555555555556,1.0,0.1111111111111111,0.2222222222222222,0.5555555555555556,0.0,0.1111111111111111,0.5555555555555556,0.0,0.6666666666666666,4.111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.8888888888888888,4.444444444444445,0.2222222222222222,1.3333333333333333,0.8888888888888888,0.2222222222222222,2.888888888888889,0.3333333333333333,0.0,0.1111111111111111,1
2827,C. Dionne,Penn State Nittany Lion,RAMF,46.03125,2.15625,3.1875,1.375,0.15625,0.78125,0.96875,0.0625,0.09375,1.03125,0.1875,1.96875,6.125,0.59375,0.0,0.125,0.9375,9.15625,0.4375,2.25,0.875,0.78125,5.78125,0.75,0.28125,0.1875,1
2828,C. Fitzgerald,Maryland College Park Terrapins,0,20.5,0.5,1.3333333333333333,0.5,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,1.1666666666666667,3.1666666666666665,0.6666666666666666,0.0,0.0,0.16666666666666666,5.666666666666667,0.5,1.5,0.3333333333333333,0.3333333333333333,3.8333333333333335,0.5,0.0,0.16666666666666666,1
2829,C. Gerber,Maryland College Park Terrapins,CF,20.058823529411764,0.9411764705882353,0.5294117647058824,0.4117647058823529,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,0.17647058823529413,0.11764705882352941,0.47058823529411764,3.1176470588235294,0.23529411764705882,0.0,0.0,0.11764705882352941,5.352941176470588,0.29411764705882354,1.411764705882353,0.4117647058823529,0.17647058823529413,3.3529411764705883,0.35294117647058826,0.11764705882352941,0.17647058823529413,1
2830,C. Grabfelder,Penn State Nittany Lion,LAMF,84.625,3.15625,8.15625,1.5,0.0625,1.53125,1.84375,0.21875,0.0625,1.3125,0.375,7.1875,11.65625,3.90625,0.03125,0.25,1.625,30.125,1.65625,7.71875,3.625,1.3125,19.5625,0.84375,0.21875,0.8125,1
2831,C. Griffith,Maryland College Park Terrapins,"CF, LAMF",60.81395348837209,3.6511627906976742,3.0697674418604652,1.9534883720930232,0.18604651162790697,1.441860465116279,1.3255813953488371,0.18604651162790697,0.0,1.3953488372093024,0.6511627906976745,2.255813953488372,8.372093023255815,1.5348837209302326,0.0,0.06976744186046512,0.8837209302325582,9.511627906976743,0.6976744186046512,2.7209302325581395,1.1162790697674418,0.5581395348837209,6.651162790697675,0.46511627906976744,0.13953488372093023,0.37209302325581395,1
2832,C. Heuer,Indiana Hoosiers,LW,42.857142857142854,1.5714285714285714,2.0,1.0,0.0,0.0,0.7142857142857143,0.42857142857142855,0.14285714285714285,1.1428571428571428,0.7142857142857143,2.2857142857142856,3.4285714285714284,0.7142857142857143,0.0,0.0,0.42857142857142855,10.571428571428571,0.7142857142857143,4.0,2.5714285714285716,1.0,7.142857142857143,0.42857142857142855,0.14285714285714285,0.42857142857142855,1
2833,C. Kosakoff,Washington Huskies,CF,55.75,4.607142857142857,2.4642857142857144,2.2142857142857144,0.7857142857142857,0.4642857142857143,0.5,0.21428571428571427,0.14285714285714285,1.3571428571428572,0.6428571428571429,1.2142857142857142,8.964285714285714,0.75,0.0,0.10714285714285714,1.2857142857142858,11.821428571428571,0.6428571428571429,3.392857142857143,1.4642857142857142,1.25,7.642857142857143,0.9642857142857143,0.17857142857142858,0.6428571428571429,1
2834,C. Lawrence,Michigan Wolverines,"LWF, RWF",58.18867924528302,1.528301886792453,3.4716981132075473,0.4528301886792453,0.05660377358490566,0.5283018867924528,0.8490566037735849,0.05660377358490566,0.03773584905660377,0.6981132075471698,0.24528301886792453,4.188679245283019,6.849056603773585,1.7924528301886793,0.0,0.05660377358490566,0.7169811320754716,19.0,1.6226415094339623,7.0,3.169811320754717,1.8113207547169812,10.943396226415095,1.3584905660377358,0.5094339622641509,0.660377358490566,1
2835,C. Leber,Washington Huskies,RB,70.3157894736842,4.815789473684211,8.81578947368421,1.5,0.05263157894736842,1.105263157894737,0.631578947368421,0.05263157894736842,0.02631578947368421,0.6052631578947368,0.21052631578947367,7.421052631578948,12.578947368421053,4.157894736842105,0.0,0.18421052631578946,1.4210526315789473,21.86842105263158,2.1315789473684212,9.289473684210526,3.0789473684210527,1.7894736842105263,12.868421052631579,1.736842105263158,0.5,0.6578947368421053,1
2836,C. Lofy,Washington Huskies,RCMF,65.0,3.111111111111111,3.5555555555555554,0.5,0.0,0.9444444444444444,0.3333333333333333,0.0,0.0,0.3333333333333333,0.1111111111111111,9.61111111111111,6.833333333333333,4.277777777777778,0.0,0.05555555555555555,0.3888888888888889,26.72222222222222,3.4444444444444446,12.38888888888889,5.277777777777778,1.1666666666666667,14.944444444444445,0.7777777777777778,0.16666666666666666,0.3888888888888889,1
2837,C. McCamy,Northwestern Wildcats,"LW, RCMF",82.6923076923077,3.953846153846154,7.769230769230769,0.676923076923077,0.015384615384615385,0.8153846153846154,0.6461538461538462,0.06153846153846154,0.06153846153846154,1.2461538461538462,0.4461538461538462,7.876923076923077,11.138461538461538,4.092307692307692,0.0,0.06153846153846154,0.8923076923076924,27.4,3.4307692307692306,10.63076923076923,4.876923076923077,1.676923076923077,15.861538461538462,1.2923076923076924,0.4153846153846154,0.9692307692307692,1
2838,C. Meyers,Washington Huskies,LB,70.86486486486487,1.7972972972972974,6.162162162162162,1.1081081081081081,0.10810810810810811,1.864864864864865,0.6351351351351351,0.06756756756756757,0.12162162162162163,0.9864864864864865,0.1891891891891892,6.472972972972973,9.243243243243244,3.310810810810811,0.0,0.04054054054054054,0.6891891891891891,26.06756756756757,4.283783783783784,12.391891891891891,5.283783783783784,2.418918918918919,16.527027027027028,2.472972972972973,0.7702702702702703,0.7837837837837838,1
2839,C. Murador,Indiana Hoosiers,LW,25.925925925925927,0.9259259259259259,2.259259259259259,1.5185185185185186,0.07407407407407407,1.0,0.48148148148148145,0.0,0.0,0.5555555555555556,0.07407407407407407,1.3703703703703705,3.7037037037037037,0.7037037037037037,0.0,0.0,0.4074074074074074,5.7407407407407405,0.25925925925925924,1.5185185185185186,0.4444444444444444,1.0,3.962962962962963,1.2962962962962963,0.4444444444444444,0.2222222222222222,1
2840,C. Oduro,Indiana Hoosiers,LW,77.825,2.975,5.775,2.7,0.175,2.725,1.325,0.175,0.125,2.125,0.65,5.3,9.475,1.925,0.0,0.05,1.275,19.75,1.55,4.2,2.175,1.75,12.4,2.125,0.65,0.775,1
2841,C. Oliver,Penn State Nittany Lion,"CF, LCB",33.129411764705885,0.7529411764705882,3.0,1.0470588235294118,0.18823529411764706,0.8352941176470589,0.5411764705882353,0.09411764705882353,0.03529411764705882,0.7058823529411765,0.29411764705882354,1.988235294117647,3.7058823529411766,1.0823529411764705,0.0,0.058823529411764705,0.6352941176470588,13.141176470588235,0.6823529411764706,2.2,0.8705882352941177,0.8235294117647058,9.505882352941176,0.6823529411764706,0.16470588235294117,0.23529411764705882,1
2842,C. Peretti,Washington Huskies,RAMF,20.678571428571427,0.9285714285714286,2.6785714285714284,0.42857142857142855,0.10714285714285714,0.5357142857142857,0.21428571428571427,0.03571428571428571,0.0,0.21428571428571427,0.03571428571428571,1.1785714285714286,2.4285714285714284,0.6428571428571429,0.0,0.03571428571428571,0.5357142857142857,3.9285714285714284,0.14285714285714285,0.9285714285714286,0.42857142857142855,0.5357142857142857,2.6785714285714284,0.5357142857142857,0.07142857142857142,0.0,1
2843,C. Steinleitner,Maryland College Park Terrapins,"LDMF, RDMF",108.2,3.3333333333333335,8.266666666666667,0.26666666666666666,0.0,0.9333333333333333,1.4,0.06666666666666667,0.13333333333333333,0.4666666666666667,0.13333333333333333,13.0,9.733333333333333,5.466666666666667,0.0,0.26666666666666666,1.7333333333333334,55.333333333333336,3.8666666666666667,17.533333333333335,7.133333333333334,0.9333333333333333,36.53333333333333,0.3333333333333333,0.2,0.4,1
2844,C. Thaggard,Northwestern Wildcats,RW,47.297872340425535,2.6808510638297873,2.7872340425531914,1.1702127659574468,0.3404255319148936,0.7021276595744681,0.8936170212765957,0.0851063829787234,0.0425531914893617,0.7021276595744681,0.23404255319148937,1.574468085106383,6.468085106382978,1.0638297872340425,0.0,0.0,0.8723404255319149,6.595744680851064,0.2765957446808511,2.1914893617021276,0.7021276595744681,0.6170212765957447,4.212765957446808,0.7021276595744681,0.2553191489361702,0.23404255319148937,1
2845,C. Wilkerson,UCLA Bruins,"DMF, LCMF3",35.52272727272727,1.4318181818181819,2.522727272727273,0.45454545454545453,0.0,0.5909090909090909,0.3181818181818182,0.06818181818181818,0.045454545454545456,0.6136363636363636,0.11363636363636363,2.590909090909091,4.113636363636363,1.25,0.022727272727272728,0.06818181818181818,0.9318181818181818,14.022727272727273,0.5681818181818182,3.4318181818181817,1.7954545454545454,0.9545454545454546,10.863636363636363,0.38636363636363635,0.045454545454545456,0.20454545454545456,1
2846,D. Ajagbe,Ohio State Buckeyes,CF,54.3125,3.75,3.625,3.75,0.3125,1.4375,0.75,0.375,0.125,2.0625,0.9375,1.6875,7.75,0.5625,0.0,0.25,1.6875,12.1875,0.25,2.4375,1.0625,0.875,8.25,1.125,0.125,0.6875,1
2847,D. Boltz,Wisconsin Badgers,LW,87.07692307692308,7.461538461538462,4.0,4.0,0.3076923076923077,1.6153846153846154,1.3846153846153846,0.6923076923076923,0.15384615384615385,3.230769230769231,1.6923076923076923,2.6923076923076925,14.461538461538462,1.6153846153846154,0.0,0.23076923076923078,1.5384615384615385,15.692307692307692,0.9230769230769231,2.923076923076923,1.6153846153846154,1.1538461538461537,11.538461538461538,1.3076923076923077,0.15384615384615385,0.5384615384615384,1
2848,D. Brown,Wisconsin Badgers,LCB,89.5952380952381,3.9523809523809526,5.571428571428571,0.5476190476190477,0.023809523809523808,1.5476190476190477,0.40476190476190477,0.023809523809523808,0.0,0.14285714285714285,0.023809523809523808,10.785714285714286,7.904761904761905,4.0,0.0,0.21428571428571427,0.7619047619047619,40.61904761904762,6.119047619047619,19.357142857142858,6.595238095238095,0.6904761904761905,25.166666666666668,0.5,0.11904761904761904,0.16666666666666666,1
2849,D. Carlson,Rutgers Scarlet Knights,RDMF,38.23076923076923,1.2307692307692308,2.5384615384615383,0.15384615384615385,0.0,0.15384615384615385,0.5384615384615384,0.0,0.0,0.38461538461538464,0.07692307692307693,3.6923076923076925,3.076923076923077,2.3076923076923075,0.0,0.0,0.6923076923076923,12.538461538461538,0.9230769230769231,4.076923076923077,1.6153846153846154,0.23076923076923078,7.615384615384615,0.07692307692307693,0.0,0.0,1
2850,D. Davis,Michigan Wolverines,RW,44.142857142857146,2.4285714285714284,4.5,0.8571428571428571,0.14285714285714285,0.7857142857142857,0.2857142857142857,0.0,0.0,0.21428571428571427,0.07142857142857142,3.4285714285714284,4.5,1.8571428571428572,0.0,0.14285714285714285,0.7142857142857143,9.285714285714286,0.2857142857142857,2.9285714285714284,0.5714285714285714,0.5,5.571428571428571,0.8571428571428571,0.2857142857142857,0.14285714285714285,1
2851,D. Hass,Detroit Mercy Titans,0,19.2,0.4,2.4,0.4,0.0,0.4,0.2,0.0,0.0,0.2,0.0,2.6,3.6,1.6,0.0,0.0,0.2,8.0,0.8,2.8,1.0,0.2,5.4,0.6,0.0,0.4,1
2852,D. Herrera,Michigan Wolverines,"RAMF, RW",64.53846153846153,2.4615384615384617,5.346153846153846,1.6923076923076923,0.038461538461538464,1.2692307692307692,2.1923076923076925,0.0,0.038461538461538464,0.8846153846153846,0.19230769230769232,3.269230769230769,8.307692307692308,1.4230769230769231,0.0,0.15384615384615385,1.1923076923076923,14.961538461538462,1.1923076923076923,4.115384615384615,1.8846153846153846,1.1538461538461537,10.23076923076923,1.0,0.34615384615384615,0.6153846153846154,1
2853,D. Obilo,Michigan Wolverines,CF,48.0,2.3529411764705883,2.588235294117647,0.11764705882352941,0.0,0.47058823529411764,0.47058823529411764,0.0,0.0,0.058823529411764705,0.0,6.235294117647059,4.294117647058823,2.411764705882353,0.0,0.058823529411764705,0.47058823529411764,22.58823529411765,3.823529411764706,10.764705882352942,3.0588235294117645,0.29411764705882354,15.352941176470589,0.058823529411764705,0.0,0.0,1
2854,D. Onwona-Agyeman,Ohio State Buckeyes,RB,15.833333333333334,0.8333333333333334,2.3333333333333335,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,1.5,1.8333333333333333,0.8333333333333334,0.0,0.0,0.16666666666666666,7.5,0.8333333333333334,2.8333333333333335,1.0,0.3333333333333333,5.5,0.5,0.0,0.0,1
2855,D. Stopek,Rutgers Scarlet Knights,"RB, RB5",77.25,2.6785714285714284,5.642857142857143,0.25,0.03571428571428571,1.0357142857142858,0.9285714285714286,0.0,0.0,0.07142857142857142,0.0,7.607142857142857,12.964285714285714,4.428571428571429,0.0,0.25,1.0,38.285714285714285,8.142857142857142,19.892857142857142,8.0,1.9642857142857142,26.857142857142858,1.9642857142857142,0.8214285714285714,0.5714285714285714,1
2856,D. Tran,Northwestern Wildcats,LCMF,35.088235294117645,1.2058823529411764,3.0294117647058822,0.2647058823529412,0.0,0.029411764705882353,0.4117647058823529,0.029411764705882353,0.029411764705882353,0.08823529411764706,0.058823529411764705,3.264705882352941,3.1176470588235294,1.1764705882352942,0.0,0.029411764705882353,0.3235294117647059,8.352941176470589,1.1764705882352942,3.3529411764705883,1.7352941176470589,0.35294117647058826,4.323529411764706,0.08823529411764706,0.029411764705882353,0.17647058823529413,1
2857,D. Vellios,Ohio State Buckeyes,LB,94.04109589041096,1.8630136986301369,9.73972602739726,0.9863013698630136,0.0410958904109589,2.0273972602739727,1.4383561643835616,0.0273972602739726,0.0958904109589041,0.3424657534246575,0.0821917808219178,11.767123287671232,8.986301369863014,5.506849315068493,0.0,0.2328767123287671,1.4931506849315068,43.10958904109589,3.3424657534246576,14.821917808219178,5.109589041095891,1.9863013698630136,28.054794520547944,2.1095890410958904,0.726027397260274,0.8904109589041096,1
2858,D. Williams,Ohio State Buckeyes,LCB,38.63636363636363,2.0,3.1818181818181817,0.09090909090909091,0.0,0.18181818181818182,0.18181818181818182,0.0,0.09090909090909091,0.09090909090909091,0.0,4.909090909090909,4.181818181818182,2.3636363636363638,0.0,0.09090909090909091,0.2727272727272727,23.454545454545453,3.4545454545454546,9.545454545454545,2.909090909090909,0.45454545454545453,16.181818181818183,0.36363636363636365,0.18181818181818182,0.09090909090909091,1
2859,D. Wrona,Ohio State Buckeyes,CF,41.81818181818182,1.0757575757575757,3.242424242424242,1.9848484848484849,0.19696969696969696,0.5909090909090909,1.2575757575757576,0.13636363636363635,0.045454545454545456,0.8333333333333334,0.5,2.272727272727273,5.318181818181818,1.2424242424242424,0.0,0.13636363636363635,0.8636363636363636,12.984848484848484,0.696969696969697,3.1666666666666665,1.3636363636363635,1.0606060606060606,9.378787878787879,0.8787878787878788,0.19696969696969696,0.4696969696969697,1
2860,E. Akulov,Washington Huskies,RCB,106.66666666666667,4.277777777777778,4.777777777777778,0.6666666666666666,0.0,0.4444444444444444,0.5555555555555556,0.1111111111111111,0.0,0.4444444444444444,0.2222222222222222,11.333333333333334,9.277777777777779,4.055555555555555,0.0,0.1111111111111111,0.2777777777777778,54.44444444444444,8.444444444444445,22.944444444444443,7.777777777777778,0.6111111111111112,35.94444444444444,0.05555555555555555,0.05555555555555555,0.16666666666666666,1
2861,E. Caceres,UCLA Bruins,RCMF3,87.2089552238806,0.9402985074626866,6.597014925373134,0.8507462686567164,0.0,0.7313432835820896,0.9253731343283582,0.2537313432835821,0.19402985074626866,1.7014925373134329,0.5522388059701493,7.402985074626866,10.567164179104477,2.91044776119403,0.0,0.1044776119402985,1.0298507462686568,49.28358208955224,5.223880597014926,16.761194029850746,9.970149253731343,2.8358208955223883,35.46268656716418,0.8955223880597015,0.29850746268656714,1.8955223880597014,1
2862,E. Emovon,Michigan State Spartans,CF,20.666666666666668,2.4583333333333335,1.1666666666666667,0.75,0.125,0.125,0.16666666666666666,0.041666666666666664,0.0,0.4166666666666667,0.16666666666666666,0.7916666666666666,3.375,0.2916666666666667,0.0,0.041666666666666664,0.4166666666666667,3.5833333333333335,0.0,0.3333333333333333,0.08333333333333333,0.125,1.8333333333333333,0.20833333333333334,0.0,0.08333333333333333,1
